t,x,y,z,qw,qx,qy,qz,vx,vy,vz,wx,wy,wz
1.510500,1.457912,0.040276,0.000000,-0.508645,0.000000,0.000000,-0.860976,-0.074716,0.153230,0.000000,0.000000,0.000000,3.737333
1.511000,1.457837,0.040427,0.000000,-0.507035,0.000000,0.000000,-0.861925,-0.074715,0.148323,0.000000,0.000000,0.000000,3.737307
1.511500,1.457762,0.040572,0.000000,-0.505424,0.000000,0.000000,-0.862871,-0.074715,0.143417,0.000000,0.000000,0.000000,3.737281
1.512000,1.457688,0.040713,0.000000,-0.503811,0.000000,0.000000,-0.863814,-0.074714,0.138510,0.000000,0.000000,0.000000,3.737255
1.512500,1.457613,0.040849,0.000000,-0.502196,0.000000,0.000000,-0.864754,-0.074714,0.133603,0.000000,0.000000,0.000000,3.737229
1.513000,1.457538,0.040981,0.000000,-0.500579,0.000000,0.000000,-0.865691,-0.074713,0.128697,0.000000,0.000000,0.000000,3.737203
1.513500,1.457464,0.041107,0.000000,-0.498960,0.000000,0.000000,-0.866625,-0.074713,0.123791,0.000000,0.000000,0.000000,3.737177
1.514000,1.457389,0.041228,0.000000,-0.497340,0.000000,0.000000,-0.867556,-0.074712,0.118884,0.000000,0.000000,0.000000,3.737151
1.514500,1.457314,0.041345,0.000000,-0.495718,0.000000,0.000000,-0.868483,-0.074712,0.113978,0.000000,0.000000,0.000000,3.737125
1.515000,1.457239,0.041456,0.000000,-0.494094,0.000000,0.000000,-0.869408,-0.074712,0.109072,0.000000,0.000000,0.000000,3.737099
1.515500,1.457165,0.041563,0.000000,-0.492469,0.000000,0.000000,-0.870330,-0.074711,0.104166,0.000000,0.000000,0.000000,3.737073
1.516000,1.457090,0.041664,0.000000,-0.490842,0.000000,0.000000,-0.871249,-0.074711,0.099260,0.000000,0.000000,0.000000,3.737048
1.516500,1.457015,0.041761,0.000000,-0.489213,0.000000,0.000000,-0.872164,-0.074710,0.094354,0.000000,0.000000,0.000000,3.737022
1.517000,1.456941,0.041853,0.000000,-0.487583,0.000000,0.000000,-0.873077,-0.074710,0.089448,0.000000,0.000000,0.000000,3.736996
1.517500,1.456866,0.041940,0.000000,-0.485951,0.000000,0.000000,-0.873986,-0.074710,0.084542,0.000000,0.000000,0.000000,3.736970
1.518000,1.456791,0.042022,0.000000,-0.484317,0.000000,0.000000,-0.874893,-0.074709,0.079636,0.000000,0.000000,0.000000,3.736944
1.518500,1.456716,0.042099,0.000000,-0.482681,0.000000,0.000000,-0.875796,-0.074709,0.074731,0.000000,0.000000,0.000000,3.736918
1.519000,1.456642,0.042172,0.000000,-0.481044,0.000000,0.000000,-0.876697,-0.074708,0.069825,0.000000,0.000000,0.000000,3.736892
1.519500,1.456567,0.042239,0.000000,-0.479405,0.000000,0.000000,-0.877594,-0.074708,0.064920,0.000000,0.000000,0.000000,3.736866
1.520000,1.456492,0.042302,0.000000,-0.477764,0.000000,0.000000,-0.878488,-0.074708,0.060014,0.000000,0.000000,0.000000,3.736840
1.520500,1.456418,0.042359,0.000000,-0.476122,0.000000,0.000000,-0.879379,-0.074707,0.055108,0.000000,0.000000,0.000000,3.736814
1.521000,1.456343,0.042412,0.000000,-0.474478,0.000000,0.000000,-0.880267,-0.074707,0.050203,0.000000,0.000000,0.000000,3.736788
1.521500,1.456268,0.042460,0.000000,-0.472833,0.000000,0.000000,-0.881152,-0.074707,0.045298,0.000000,0.000000,0.000000,3.736762
1.522000,1.456193,0.042502,0.000000,-0.471186,0.000000,0.000000,-0.882034,-0.074706,0.040392,0.000000,0.000000,0.000000,3.736736
1.522500,1.456119,0.042540,0.000000,-0.469537,0.000000,0.000000,-0.882913,-0.074706,0.035487,0.000000,0.000000,0.000000,3.736710
1.523000,1.456044,0.042573,0.000000,-0.467887,0.000000,0.000000,-0.883789,-0.074706,0.030581,0.000000,0.000000,0.000000,3.736684
1.523500,1.455969,0.042601,0.000000,-0.466234,0.000000,0.000000,-0.884661,-0.074705,0.025676,0.000000,0.000000,0.000000,3.736658
1.524000,1.455895,0.042625,0.000000,-0.464581,0.000000,0.000000,-0.885531,-0.074705,0.020771,0.000000,0.000000,0.000000,3.736632
1.524500,1.455820,0.042643,0.000000,-0.462926,0.000000,0.000000,-0.886397,-0.074705,0.015866,0.000000,0.000000,0.000000,3.736606
1.525000,1.455745,0.042656,0.000000,-0.461269,0.000000,0.000000,-0.887260,-0.074704,0.010960,0.000000,0.000000,0.000000,3.736580
1.525500,1.455671,0.042665,0.000000,-0.459610,0.000000,0.000000,-0.888121,-0.074704,0.006055,0.000000,0.000000,0.000000,3.736554
1.526000,1.455596,0.042669,0.000000,-0.457950,0.000000,0.000000,-0.888978,-0.074704,0.001150,0.000000,0.000000,0.000000,3.736529
1.526500,1.455521,0.042667,0.000000,-0.456289,0.000000,0.000000,-0.889832,-0.074703,-0.003755,0.000000,0.000000,0.000000,3.736503
1.527000,1.455446,0.042661,0.000000,-0.454625,0.000000,0.000000,-0.890683,-0.074703,-0.008660,0.000000,0.000000,0.000000,3.736477
1.527500,1.455372,0.042650,0.000000,-0.452961,0.000000,0.000000,-0.891531,-0.074702,-0.013565,0.000000,0.000000,0.000000,3.736451
1.528000,1.455297,0.042634,0.000000,-0.451294,0.000000,0.000000,-0.892375,-0.074702,-0.018470,0.000000,0.000000,0.000000,3.736425
1.528500,1.455222,0.042613,0.000000,-0.449626,0.000000,0.000000,-0.893217,-0.074702,-0.023375,0.000000,0.000000,0.000000,3.736399
1.529000,1.455148,0.042587,0.000000,-0.447957,0.000000,0.000000,-0.894055,-0.074701,-0.028280,0.000000,0.000000,0.000000,3.736373
1.529500,1.455073,0.042556,0.000000,-0.446286,0.000000,0.000000,-0.894891,-0.074701,-0.033185,0.000000,0.000000,0.000000,3.736347
1.530000,1.454998,0.042521,0.000000,-0.444613,0.000000,0.000000,-0.895723,-0.074700,-0.038090,0.000000,0.000000,0.000000,3.736321
1.530500,1.454923,0.042480,0.000000,-0.442939,0.000000,0.000000,-0.896552,-0.074700,-0.042995,0.000000,0.000000,0.000000,3.736295
1.531000,1.454849,0.042435,0.000000,-0.441263,0.000000,0.000000,-0.897378,-0.074699,-0.047900,0.000000,0.000000,0.000000,3.736269
1.531500,1.454774,0.042384,0.000000,-0.439586,0.000000,0.000000,-0.898200,-0.074699,-0.052805,0.000000,0.000000,0.000000,3.736243
1.532000,1.454699,0.042329,0.000000,-0.437908,0.000000,0.000000,-0.899020,-0.074698,-0.057710,0.000000,0.000000,0.000000,3.736217
1.532500,1.454625,0.042269,0.000000,-0.436227,0.000000,0.000000,-0.899837,-0.074698,-0.062615,0.000000,0.000000,0.000000,3.736191
1.533000,1.454550,0.042204,0.000000,-0.434546,0.000000,0.000000,-0.900650,-0.074697,-0.067519,0.000000,0.000000,0.000000,3.736165
1.533500,1.454475,0.042134,0.000000,-0.432862,0.000000,0.000000,-0.901460,-0.074696,-0.072424,0.000000,0.000000,0.000000,3.736139
1.534000,1.454401,0.042059,0.000000,-0.431178,0.000000,0.000000,-0.902267,-0.074696,-0.077329,0.000000,0.000000,0.000000,3.736113
1.534500,1.454326,0.041979,0.000000,-0.429491,0.000000,0.000000,-0.903071,-0.074695,-0.082233,0.000000,0.000000,0.000000,3.736087
1.535000,1.454251,0.041895,0.000000,-0.427804,0.000000,0.000000,-0.903872,-0.074694,-0.087138,0.000000,0.000000,0.000000,3.736061
1.535500,1.454177,0.041805,0.000000,-0.426114,0.000000,0.000000,-0.904669,-0.074694,-0.092042,0.000000,0.000000,0.000000,3.736036
1.536000,1.454102,0.041711,0.000000,-0.424424,0.000000,0.000000,-0.905464,-0.074693,-0.096947,0.000000,0.000000,0.000000,3.736010
1.536500,1.454027,0.041611,0.000000,-0.422732,0.000000,0.000000,-0.906255,-0.074692,-0.101851,0.000000,0.000000,0.000000,3.735984
1.537000,1.453952,0.041507,0.000000,-0.421038,0.000000,0.000000,-0.907043,-0.074691,-0.106755,0.000000,0.000000,0.000000,3.735958
1.537500,1.453878,0.041398,0.000000,-0.419343,0.000000,0.000000,-0.907828,-0.074690,-0.111659,0.000000,0.000000,0.000000,3.735932
1.538000,1.453803,0.041284,0.000000,-0.417646,0.000000,0.000000,-0.908610,-0.074689,-0.116564,0.000000,0.000000,0.000000,3.735906
1.538500,1.453728,0.041165,0.000000,-0.415948,0.000000,0.000000,-0.909388,-0.074689,-0.121468,0.000000,0.000000,0.000000,3.735880
1.539000,1.453654,0.041041,0.000000,-0.414249,0.000000,0.000000,-0.910164,-0.074688,-0.126372,0.000000,0.000000,0.000000,3.735854
1.539500,1.453579,0.040912,0.000000,-0.412548,0.000000,0.000000,-0.910936,-0.074687,-0.131276,0.000000,0.000000,0.000000,3.735828
1.540000,1.453504,0.040778,0.000000,-0.410846,0.000000,0.000000,-0.911705,-0.074686,-0.136179,0.000000,0.000000,0.000000,3.735802
1.540500,1.453430,0.040639,0.000000,-0.409142,0.000000,0.000000,-0.912471,-0.074685,-0.141083,0.000000,0.000000,0.000000,3.735776
1.541000,1.453355,0.040496,0.000000,-0.407437,0.000000,0.000000,-0.913233,-0.074684,-0.145987,0.000000,0.000000,0.000000,3.735750
1.541500,1.453280,0.040347,0.000000,-0.405731,0.000000,0.000000,-0.913993,-0.074682,-0.150890,0.000000,0.000000,0.000000,3.735724
1.542000,1.453206,0.040194,0.000000,-0.404023,0.000000,0.000000,-0.914749,-0.074681,-0.155794,0.000000,0.000000,0.000000,3.735698
1.542500,1.453131,0.040036,0.000000,-0.402313,0.000000,0.000000,-0.915502,-0.074680,-0.160697,0.000000,0.000000,0.000000,3.735672
1.543000,1.453056,0.039873,0.000000,-0.400603,0.000000,0.000000,-0.916252,-0.074679,-0.165600,0.000000,0.000000,0.000000,3.735646
1.543500,1.452982,0.039705,0.000000,-0.398891,0.000000,0.000000,-0.916998,-0.074678,-0.170504,0.000000,0.000000,0.000000,3.735620
1.544000,1.452907,0.039532,0.000000,-0.397177,0.000000,0.000000,-0.917742,-0.074677,-0.175407,0.000000,0.000000,0.000000,3.735595
1.544500,1.452832,0.039354,0.000000,-0.395462,0.000000,0.000000,-0.918482,-0.074675,-0.180310,0.000000,0.000000,0.000000,3.735569
1.545000,1.452758,0.039171,0.000000,-0.393746,0.000000,0.000000,-0.919219,-0.074674,-0.185212,0.000000,0.000000,0.000000,3.735543
1.545500,1.452683,0.038983,0.000000,-0.392029,0.000000,0.000000,-0.919953,-0.074673,-0.190115,0.000000,0.000000,0.000000,3.735517
1.546000,1.452608,0.038791,0.000000,-0.390310,0.000000,0.000000,-0.920684,-0.074671,-0.195018,0.000000,0.000000,0.000000,3.735491
1.546500,1.452533,0.038593,0.000000,-0.388589,0.000000,0.000000,-0.921411,-0.074670,-0.199920,0.000000,0.000000,0.000000,3.735465
1.547000,1.452459,0.038391,0.000000,-0.386868,0.000000,0.000000,-0.922135,-0.074668,-0.204822,0.000000,0.000000,0.000000,3.735439
1.547500,1.452384,0.038184,0.000000,-0.385145,0.000000,0.000000,-0.922856,-0.074667,-0.209725,0.000000,0.000000,0.000000,3.735413
1.548000,1.452309,0.037972,0.000000,-0.383421,0.000000,0.000000,-0.923574,-0.074665,-0.214627,0.000000,0.000000,0.000000,3.735387
1.548500,1.452235,0.037754,0.000000,-0.381695,0.000000,0.000000,-0.924288,-0.074664,-0.219528,0.000000,0.000000,0.000000,3.735361
1.549000,1.452160,0.037533,0.000000,-0.379968,0.000000,0.000000,-0.925000,-0.074662,-0.224430,0.000000,0.000000,0.000000,3.735335
1.549500,1.452086,0.037306,0.000000,-0.378240,0.000000,0.000000,-0.925708,-0.074661,-0.229332,0.000000,0.000000,0.000000,3.735309
1.550000,1.452011,0.037074,0.000000,-0.376510,0.000000,0.000000,-0.926412,-0.074659,-0.234233,0.000000,0.000000,0.000000,3.735283
1.550500,1.451936,0.036837,0.000000,-0.374779,0.000000,0.000000,-0.927114,-0.074657,-0.239135,0.000000,0.000000,0.000000,3.735257
1.551000,1.451862,0.036596,0.000000,-0.373047,0.000000,0.000000,-0.927812,-0.074656,-0.244036,0.000000,0.000000,0.000000,3.735231
1.551500,1.451787,0.036349,0.000000,-0.371314,0.000000,0.000000,-0.928507,-0.074654,-0.248937,0.000000,0.000000,0.000000,3.735205
1.552000,1.451712,0.036098,0.000000,-0.369579,0.000000,0.000000,-0.929199,-0.074652,-0.253838,0.000000,0.000000,0.000000,3.735179
1.552500,1.451638,0.035841,0.000000,-0.367843,0.000000,0.000000,-0.929888,-0.074650,-0.258738,0.000000,0.000000,0.000000,3.735154
1.553000,1.451563,0.035580,0.000000,-0.366106,0.000000,0.000000,-0.930573,-0.074649,-0.263639,0.000000,0.000000,0.000000,3.735128
1.553500,1.451488,0.035314,0.000000,-0.364367,0.000000,0.000000,-0.931255,-0.074647,-0.268539,0.000000,0.000000,0.000000,3.735102
1.554000,1.451414,0.035043,0.000000,-0.362627,0.000000,0.000000,-0.931934,-0.074645,-0.273440,0.000000,0.000000,0.000000,3.735076
1.554500,1.451339,0.034767,0.000000,-0.360886,0.000000,0.000000,-0.932610,-0.074643,-0.278340,0.000000,0.000000,0.000000,3.735050
1.555000,1.451264,0.034486,0.000000,-0.359144,0.000000,0.000000,-0.933282,-0.074641,-0.283239,0.000000,0.000000,0.000000,3.735024
1.555500,1.451190,0.034201,0.000000,-0.357401,0.000000,0.000000,-0.933951,-0.074639,-0.288139,0.000000,0.000000,0.000000,3.734998
1.556000,1.451115,0.033910,0.000000,-0.355656,0.000000,0.000000,-0.934617,-0.074637,-0.293039,0.000000,0.000000,0.000000,3.734972
1.556500,1.451040,0.033615,0.000000,-0.353910,0.000000,0.000000,-0.935280,-0.074635,-0.297938,0.000000,0.000000,0.000000,3.734946
1.557000,1.450966,0.033314,0.000000,-0.352163,0.000000,0.000000,-0.935939,-0.074633,-0.302837,0.000000,0.000000,0.000000,3.734920
1.557500,1.450891,0.033009,0.000000,-0.350414,0.000000,0.000000,-0.936595,-0.074631,-0.307736,0.000000,0.000000,0.000000,3.734894
1.558000,1.450817,0.032699,0.000000,-0.348664,0.000000,0.000000,-0.937248,-0.074629,-0.312634,0.000000,0.000000,0.000000,3.734868
1.558500,1.450742,0.032384,0.000000,-0.346914,0.000000,0.000000,-0.937897,-0.074626,-0.317533,0.000000,0.000000,0.000000,3.734842
1.559000,1.450667,0.032064,0.000000,-0.345162,0.000000,0.000000,-0.938543,-0.074624,-0.322431,0.000000,0.000000,0.000000,3.734816
1.559500,1.450593,0.031739,0.000000,-0.343408,0.000000,0.000000,-0.939186,-0.074622,-0.327329,0.000000,0.000000,0.000000,3.734790
1.560000,1.450518,0.031409,0.000000,-0.341654,0.000000,0.000000,-0.939826,-0.074620,-0.332227,0.000000,0.000000,0.000000,3.734764
1.560500,1.450443,0.031074,0.000000,-0.339898,0.000000,0.000000,-0.940462,-0.074617,-0.337125,0.000000,0.000000,0.000000,3.734739
1.561000,1.450369,0.030735,0.000000,-0.338142,0.000000,0.000000,-0.941095,-0.074615,-0.342022,0.000000,0.000000,0.000000,3.734713
1.561500,1.450294,0.030390,0.000000,-0.336384,0.000000,0.000000,-0.941725,-0.074613,-0.346920,0.000000,0.000000,0.000000,3.734687
1.562000,1.450220,0.030041,0.000000,-0.334624,0.000000,0.000000,-0.942352,-0.074610,-0.351817,0.000000,0.000000,0.000000,3.734661
1.562500,1.450145,0.029687,0.000000,-0.332864,0.000000,0.000000,-0.942975,-0.074608,-0.356713,0.000000,0.000000,0.000000,3.734635
1.563000,1.450070,0.029328,0.000000,-0.331103,0.000000,0.000000,-0.943595,-0.074605,-0.361610,0.000000,0.000000,0.000000,3.734609
1.563500,1.449996,0.028964,0.000000,-0.329340,0.000000,0.000000,-0.944211,-0.074603,-0.366506,0.000000,0.000000,0.000000,3.734583
1.564000,1.449921,0.028595,0.000000,-0.327577,0.000000,0.000000,-0.944825,-0.074600,-0.371402,0.000000,0.000000,0.000000,3.734557
1.564500,1.449847,0.028221,0.000000,-0.325812,0.000000,0.000000,-0.945435,-0.074598,-0.376298,0.000000,0.000000,0.000000,3.734531
1.565000,1.449772,0.027842,0.000000,-0.324046,0.000000,0.000000,-0.946041,-0.074595,-0.381194,0.000000,0.000000,0.000000,3.734505
1.565500,1.449697,0.027458,0.000000,-0.322279,0.000000,0.000000,-0.946645,-0.074592,-0.386089,0.000000,0.000000,0.000000,3.734479
1.566000,1.449623,0.027070,0.000000,-0.320511,0.000000,0.000000,-0.947245,-0.074590,-0.390984,0.000000,0.000000,0.000000,3.734453
1.566500,1.449548,0.026676,0.000000,-0.318741,0.000000,0.000000,-0.947842,-0.074587,-0.395879,0.000000,0.000000,0.000000,3.734427
1.567000,1.449474,0.026278,0.000000,-0.316971,0.000000,0.000000,-0.948435,-0.074584,-0.400774,0.000000,0.000000,0.000000,3.734401
1.567500,1.449399,0.025875,0.000000,-0.315199,0.000000,0.000000,-0.949025,-0.074582,-0.405668,0.000000,0.000000,0.000000,3.734375
1.568000,1.449324,0.025467,0.000000,-0.313427,0.000000,0.000000,-0.949612,-0.074579,-0.410562,0.000000,0.000000,0.000000,3.734350
1.568500,1.449250,0.025054,0.000000,-0.311653,0.000000,0.000000,-0.950196,-0.074576,-0.415456,0.000000,0.000000,0.000000,3.734324
1.569000,1.449175,0.024636,0.000000,-0.309879,0.000000,0.000000,-0.950776,-0.074573,-0.420350,0.000000,0.000000,0.000000,3.734298
1.569500,1.449101,0.024213,0.000000,-0.308103,0.000000,0.000000,-0.951353,-0.074570,-0.425243,0.000000,0.000000,0.000000,3.734272
1.570000,1.449026,0.023785,0.000000,-0.306326,0.000000,0.000000,-0.951927,-0.074567,-0.430136,0.000000,0.000000,0.000000,3.734246
1.570500,1.448952,0.023353,0.000000,-0.304548,0.000000,0.000000,-0.952497,-0.074564,-0.435029,0.000000,0.000000,0.000000,3.734220
1.571000,1.448877,0.022915,0.000000,-0.302769,0.000000,0.000000,-0.953064,-0.074561,-0.439921,0.000000,0.000000,0.000000,3.734194
1.571500,1.448802,0.022473,0.000000,-0.300989,0.000000,0.000000,-0.953628,-0.074558,-0.444814,0.000000,0.000000,0.000000,3.734168
1.572000,1.448728,0.022026,0.000000,-0.299208,0.000000,0.000000,-0.954188,-0.074555,-0.449706,0.000000,0.000000,0.000000,3.734142
1.572500,1.448653,0.021573,0.000000,-0.297426,0.000000,0.000000,-0.954745,-0.074552,-0.454597,0.000000,0.000000,0.000000,3.734116
1.573000,1.448579,0.021116,0.000000,-0.295643,0.000000,0.000000,-0.955298,-0.074549,-0.459488,0.000000,0.000000,0.000000,3.734090
1.573500,1.448504,0.020655,0.000000,-0.293859,0.000000,0.000000,-0.955849,-0.074546,-0.464380,0.000000,0.000000,0.000000,3.734064
1.574000,1.448430,0.020188,0.000000,-0.292074,0.000000,0.000000,-0.956396,-0.074543,-0.469270,0.000000,0.000000,0.000000,3.734038
1.574500,1.448355,0.020155,0.000000,-0.290289,0.000000,0.000000,-0.956939,-0.074596,0.403484,0.000000,0.000000,0.000000,3.729827
1.575000,1.448281,0.020556,0.000000,-0.288504,0.000000,0.000000,-0.957479,-0.074595,0.398568,0.000000,0.000000,0.000000,3.729801
1.575500,1.448206,0.020952,0.000000,-0.286718,0.000000,0.000000,-0.958015,-0.074594,0.393653,0.000000,0.000000,0.000000,3.729775
1.576000,1.448131,0.021343,0.000000,-0.284930,0.000000,0.000000,-0.958548,-0.074593,0.388737,0.000000,0.000000,0.000000,3.729750
1.576500,1.448057,0.021729,0.000000,-0.283142,0.000000,0.000000,-0.959078,-0.074591,0.383822,0.000000,0.000000,0.000000,3.729724
1.577000,1.447982,0.022111,0.000000,-0.281353,0.000000,0.000000,-0.959604,-0.074590,0.378907,0.000000,0.000000,0.000000,3.729698
1.577500,1.447908,0.022487,0.000000,-0.279563,0.000000,0.000000,-0.960127,-0.074589,0.373992,0.000000,0.000000,0.000000,3.729672
1.578000,1.447833,0.022859,0.000000,-0.277772,0.000000,0.000000,-0.960647,-0.074588,0.369078,0.000000,0.000000,0.000000,3.729646
1.578500,1.447758,0.023225,0.000000,-0.275980,0.000000,0.000000,-0.961163,-0.074587,0.364164,0.000000,0.000000,0.000000,3.729620
1.579000,1.447684,0.023587,0.000000,-0.274188,0.000000,0.000000,-0.961676,-0.074586,0.359250,0.000000,0.000000,0.000000,3.729594
1.579500,1.447609,0.023944,0.000000,-0.272394,0.000000,0.000000,-0.962186,-0.074585,0.354336,0.000000,0.000000,0.000000,3.729568
1.580000,1.447535,0.024296,0.000000,-0.270599,0.000000,0.000000,-0.962692,-0.074583,0.349423,0.000000,0.000000,0.000000,3.729542
1.580500,1.447460,0.024643,0.000000,-0.268803,0.000000,0.000000,-0.963195,-0.074582,0.344509,0.000000,0.000000,0.000000,3.729516
1.581000,1.447385,0.024985,0.000000,-0.267007,0.000000,0.000000,-0.963695,-0.074581,0.339596,0.000000,0.000000,0.000000,3.729491
1.581500,1.447311,0.025322,0.000000,-0.265209,0.000000,0.000000,-0.964191,-0.074580,0.334683,0.000000,0.000000,0.000000,3.729465
1.582000,1.447236,0.025654,0.000000,-0.263411,0.000000,0.000000,-0.964684,-0.074579,0.329771,0.000000,0.000000,0.000000,3.729439
1.582500,1.447162,0.025981,0.000000,-0.261612,0.000000,0.000000,-0.965173,-0.074578,0.324858,0.000000,0.000000,0.000000,3.729413
1.583000,1.447087,0.026304,0.000000,-0.259811,0.000000,0.000000,-0.965659,-0.074577,0.319946,0.000000,0.000000,0.000000,3.729387
1.583500,1.447013,0.026621,0.000000,-0.258010,0.000000,0.000000,-0.966142,-0.074576,0.315034,0.000000,0.000000,0.000000,3.729361
1.584000,1.446938,0.026934,0.000000,-0.256208,0.000000,0.000000,-0.966622,-0.074575,0.310122,0.000000,0.000000,0.000000,3.729335
1.584500,1.446863,0.027242,0.000000,-0.254405,0.000000,0.000000,-0.967098,-0.074574,0.305211,0.000000,0.000000,0.000000,3.729309
1.585000,1.446789,0.027544,0.000000,-0.252602,0.000000,0.000000,-0.967570,-0.074573,0.300299,0.000000,0.000000,0.000000,3.729283
1.585500,1.446714,0.027842,0.000000,-0.250797,0.000000,0.000000,-0.968040,-0.074572,0.295388,0.000000,0.000000,0.000000,3.729257
1.586000,1.446640,0.028135,0.000000,-0.248992,0.000000,0.000000,-0.968506,-0.074571,0.290477,0.000000,0.000000,0.000000,3.729232
1.586500,1.446565,0.028423,0.000000,-0.247185,0.000000,0.000000,-0.968968,-0.074571,0.285566,0.000000,0.000000,0.000000,3.729206
1.587000,1.446491,0.028706,0.000000,-0.245378,0.000000,0.000000,-0.969427,-0.074570,0.280656,0.000000,0.000000,0.000000,3.729180
1.587500,1.446416,0.028984,0.000000,-0.243570,0.000000,0.000000,-0.969883,-0.074569,0.275745,0.000000,0.000000,0.000000,3.729154
1.588000,1.446341,0.029258,0.000000,-0.241761,0.000000,0.000000,-0.970336,-0.074568,0.270835,0.000000,0.000000,0.000000,3.729128
1.588500,1.446267,0.029526,0.000000,-0.239952,0.000000,0.000000,-0.970785,-0.074567,0.265925,0.000000,0.000000,0.000000,3.729102
1.589000,1.446192,0.029790,0.000000,-0.238141,0.000000,0.000000,-0.971231,-0.074566,0.261015,0.000000,0.000000,0.000000,3.729076
1.589500,1.446118,0.030048,0.000000,-0.236330,0.000000,0.000000,-0.971673,-0.074565,0.256105,0.000000,0.000000,0.000000,3.729050
1.590000,1.446043,0.030302,0.000000,-0.234518,0.000000,0.000000,-0.972112,-0.074565,0.251196,0.000000,0.000000,0.000000,3.729024
1.590500,1.445969,0.030551,0.000000,-0.232705,0.000000,0.000000,-0.972547,-0.074564,0.246286,0.000000,0.000000,0.000000,3.728999
1.591000,1.445894,0.030794,0.000000,-0.230891,0.000000,0.000000,-0.972980,-0.074563,0.241377,0.000000,0.000000,0.000000,3.728973
1.591500,1.445819,0.031033,0.000000,-0.229077,0.000000,0.000000,-0.973408,-0.074562,0.236468,0.000000,0.000000,0.000000,3.728947
1.592000,1.445745,0.031267,0.000000,-0.227261,0.000000,0.000000,-0.973834,-0.074561,0.231559,0.000000,0.000000,0.000000,3.728921
1.592500,1.445670,0.031496,0.000000,-0.225445,0.000000,0.000000,-0.974256,-0.074561,0.226650,0.000000,0.000000,0.000000,3.728895
1.593000,1.445596,0.031721,0.000000,-0.223628,0.000000,0.000000,-0.974674,-0.074560,0.221742,0.000000,0.000000,0.000000,3.728869
1.593500,1.445521,0.031940,0.000000,-0.221811,0.000000,0.000000,-0.975090,-0.074559,0.216833,0.000000,0.000000,0.000000,3.728843
1.594000,1.445447,0.032154,0.000000,-0.219993,0.000000,0.000000,-0.975502,-0.074559,0.211925,0.000000,0.000000,0.000000,3.728817
1.594500,1.445372,0.032364,0.000000,-0.218173,0.000000,0.000000,-0.975910,-0.074558,0.207017,0.000000,0.000000,0.000000,3.728791
1.595000,1.445298,0.032568,0.000000,-0.216354,0.000000,0.000000,-0.976315,-0.074557,0.202108,0.000000,0.000000,0.000000,3.728765
1.595500,1.445223,0.032768,0.000000,-0.214533,0.000000,0.000000,-0.976717,-0.074557,0.197200,0.000000,0.000000,0.000000,3.728740
1.596000,1.445148,0.032963,0.000000,-0.212712,0.000000,0.000000,-0.977115,-0.074556,0.192293,0.000000,0.000000,0.000000,3.728714
1.596500,1.445074,0.033153,0.000000,-0.210890,0.000000,0.000000,-0.977510,-0.074555,0.187385,0.000000,0.000000,0.000000,3.728688
1.597000,1.444999,0.033337,0.000000,-0.209067,0.000000,0.000000,-0.977901,-0.074555,0.182477,0.000000,0.000000,0.000000,3.728662
1.597500,1.444925,0.033518,0.000000,-0.207243,0.000000,0.000000,-0.978289,-0.074554,0.177570,0.000000,0.000000,0.000000,3.728636
1.598000,1.444850,0.033693,0.000000,-0.205419,0.000000,0.000000,-0.978674,-0.074553,0.172662,0.000000,0.000000,0.000000,3.728610
1.598500,1.444776,0.033863,0.000000,-0.203594,0.000000,0.000000,-0.979055,-0.074553,0.167755,0.000000,0.000000,0.000000,3.728584
1.599000,1.444701,0.034028,0.000000,-0.201769,0.000000,0.000000,-0.979433,-0.074552,0.162848,0.000000,0.000000,0.000000,3.728558
1.599500,1.444627,0.034189,0.000000,-0.199942,0.000000,0.000000,-0.979808,-0.074552,0.157941,0.000000,0.000000,0.000000,3.728532
1.600000,1.444552,0.034344,0.000000,-0.198115,0.000000,0.000000,-0.980179,-0.074551,0.153034,0.000000,0.000000,0.000000,3.728507
1.600500,1.444477,0.034495,0.000000,-0.196288,0.000000,0.000000,-0.980546,-0.074551,0.148127,0.000000,0.000000,0.000000,3.728481
1.601000,1.444403,0.034640,0.000000,-0.194459,0.000000,0.000000,-0.980911,-0.074550,0.143221,0.000000,0.000000,0.000000,3.728455
1.601500,1.444328,0.034781,0.000000,-0.192630,0.000000,0.000000,-0.981271,-0.074550,0.138314,0.000000,0.000000,0.000000,3.728429
1.602000,1.444254,0.034917,0.000000,-0.190801,0.000000,0.000000,-0.981629,-0.074549,0.133407,0.000000,0.000000,0.000000,3.728403
1.602500,1.444179,0.035048,0.000000,-0.188971,0.000000,0.000000,-0.981983,-0.074549,0.128501,0.000000,0.000000,0.000000,3.728377
1.603000,1.444105,0.035174,0.000000,-0.187140,0.000000,0.000000,-0.982333,-0.074548,0.123595,0.000000,0.000000,0.000000,3.728351
1.603500,1.444030,0.035295,0.000000,-0.185308,0.000000,0.000000,-0.982680,-0.074548,0.118688,0.000000,0.000000,0.000000,3.728325
1.604000,1.443956,0.035411,0.000000,-0.183476,0.000000,0.000000,-0.983024,-0.074547,0.113782,0.000000,0.000000,0.000000,3.728299
1.604500,1.443881,0.035523,0.000000,-0.181643,0.000000,0.000000,-0.983365,-0.074547,0.108876,0.000000,0.000000,0.000000,3.728274
